id,title,artist,duration,audio_url,cover_art_url,user_id,created_at,updated_at,lyrics_url,image_url,cover_url,genre,is_nft,play_count,likes_count,trending_score
40ff8ce4-9c55-42b0-8505-b73321fcd870,All of me,John Legend,285,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757260804098_John Legend - All of Me ( INSTRUMENTAL)_VOUppnIyFbQ.mp3,null,f0eddc26-5112-49c7-bbc2-fdf440e09550,2025-09-07 16:00:11.775728+00,2025-09-07 16:00:11.775728+00,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757260808761_John Legend - All Of Me.lrc,null,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757260809642_allof me.jpg,R&B,false,0,0,0
5a254253-0c9e-4fc8-aeb2-1f81ab61917c,Not Like Us,Kendrick Lamar,274,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757260981012_Kendrick Lamar - Not Like Us_mixed.mp3,null,f0eddc26-5112-49c7-bbc2-fdf440e09550,2025-09-07 16:03:10.322656+00,2025-09-07 16:03:10.322656+00,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757260987020_Kendrick Lamar - Not Like Us.lrc,null,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757260988135_not like us.jpg,Hip Hop,false,0,0,0
76da8eb4-af79-42c6-9726-faf1def3969e,KU LO SA,Oxlade,149,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261091934_KU LO SA (Full Version) val9ja.com_mixed.mp3,null,f0eddc26-5112-49c7-bbc2-fdf440e09550,2025-09-07 16:04:59.981141+00,2025-09-07 16:04:59.981141+00,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261096622_Oxlade - KU LO SA.lrc,null,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261097449_kulosa.jpg,Afro,false,0,0,0
85537b72-0017-4bc0-ae91-14f398b526b3,Lockdown,Koffee,180,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261205217_Lockdown Naijablaze.Com_mixed.mp3,null,f0eddc26-5112-49c7-bbc2-fdf440e09550,2025-09-07 16:06:54.067788+00,2025-09-07 16:06:54.067788+00,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261210362_Koffee - Lockdown.lrc,null,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261211435_lockdown.jpg,R&B,false,0,0,0
683a49f1-d728-47fc-855b-abb23bef650e,Million Little Miracles,Elevation Worship,300,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261331428_Million Little Miracles Gospeljingle.com_mixed.mp3,null,f0eddc26-5112-49c7-bbc2-fdf440e09550,2025-09-07 16:09:02.589005+00,2025-09-07 16:09:02.589005+00,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261339063_Elevation Worship - Million Little Miracles.lrc,null,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261339946_million littlemiracles.jpg,Gospel,false,0,0,0
3ee59ad1-df17-4d13-85d7-a8f247eb5da4,Oceans,Hillsong UNITED,300,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261479800_Oceans (Where Feet May Fail) CeeNaija.com_mixed.mp3,null,f0eddc26-5112-49c7-bbc2-fdf440e09550,2025-09-07 16:11:29.185019+00,2025-09-07 16:11:29.185019+00,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261486124_Oceans (Where Feet May Fail) Lyric Video - Hillsong UNITED.lrc,null,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757261486957_oceans.jpg,Gospel,false,0,0,0
d31110e6-447b-4c4f-8b75-2740e1dd0a4d,Promise Keeper,Salem,185,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757262036302_Promise Keeper (feat. Pst. Oche Ogebe) Vistanaij.com_mixed.mp3,null,f0eddc26-5112-49c7-bbc2-fdf440e09550,2025-09-07 16:20:44.950952+00,2025-09-07 16:20:44.950952+00,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757262041461_Promise Keeper - Sound of Salem.lrc,null,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757262042310_Promise-Keeper-feat.-Bidemi-Olaoba-Daniel-G-Praise-gospellover.com_-1000x600.jpg,Gospel,false,0,0,0
9766618d-af8d-404f-abb8-5274216de959,Under The Influence,Chris Brown,183,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757262140502_Under the-Influence instrumental.mp3,null,f0eddc26-5112-49c7-bbc2-fdf440e09550,2025-09-07 16:22:29.547024+00,2025-09-07 16:22:29.547024+00,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757262146297_Under The Influence - Chris Brown.lrc,null,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757262147200_under the influence.jpg,Pop,false,0,0,0
8da0c7e3-ff2c-48f6-8428-802a56d01ea2,With You,Davido feat. Omah Lay,136,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757262334475_With You val9ja.com_mixed.mp3,null,f0eddc26-5112-49c7-bbc2-fdf440e09550,2025-09-07 16:25:42.808649+00,2025-09-07 16:25:42.808649+00,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757262339818_Davido - With You (feat. Omah Lay).lrc,null,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757262340706_with you.jpg,Afro,false,0,0,0
5fde6982-0525-44e5-8ddd-4007997d8b88,What a beautiful Name,Hillsongs,300,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757263660835_What A Beautiful Name ThinkNews.Com.Ng_mixed.mp3,null,f0eddc26-5112-49c7-bbc2-fdf440e09550,2025-09-07 16:47:50.764156+00,2025-09-07 16:47:50.764156+00,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757263667013_What a Beautiful Name.lrc,null,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757263667896_what a beautiful name.jpg,Gospel,false,0,0,0
e2ce2136-7af1-4ee4-96b6-11142cf70008,Perfect,Ed Sheeran,269,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757264090624_Instrumental-Hub-Ed-Sheeran-Perfect-Instrumental.mp3,null,f0eddc26-5112-49c7-bbc2-fdf440e09550,2025-09-07 16:54:58.553439+00,2025-09-07 16:54:58.553439+00,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757264095183_Ed Sheeran) - Perfect .lrc,null,f0eddc26-5112-49c7-bbc2-fdf440e09550/1757264096253_perfect.jpg,Pop,false,0,0,0
